Pääluokan numero;Pääluokan nimi;Menoluvun numero;Menoluvun nimi;Menomomentin numero;Menomomentin nimi;Menomomentin info-osa;Määräraha;Aiemmin budjetoitu IX lisätalousarvio 2023;Aiemmin budjetoitu VIII lisätalousarvio 2023;Aiemmin budjetoitu VII lisätalousarvio 2023;Aiemmin budjetoitu VI lisätalousarvio 2023;Aiemmin budjetoitu V lisätalousarvio 2023;Aiemmin budjetoitu IV lisätalousarvio 2023;Aiemmin budjetoitu III lisätalousarvio 2023;Aiemmin budjetoitu II lisätalousarvio 2023;Aiemmin budjetoitu I lisätalousarvio 2023;Aiemmin budjetoitu 2023;Toteutuma 2023;Toteutuma 2022
21;"EDUSKUNTA";01;"Kansanedustajat";01;"Kansanedustajien toimintamenot";"";23865000;;;;;;;;;;22743000;;21659248
21;"EDUSKUNTA";10;"Eduskunnan kanslia";01;"Eduskunnan kanslian toimintamenot";"";65140000;;;;;;;;;;61122000;;57111208
21;"EDUSKUNTA";10;"Eduskunnan kanslia";29;"Arvonlisäveromenot";"";6200000;;;;;;;;;;6200000;;5112599
21;"EDUSKUNTA";10;"Eduskunnan kanslia";51;"Avustajatuki eduskuntaryhmille";"";7220000;;;;;;;;;;6270000;;6214578
21;"EDUSKUNTA";10;"Eduskunnan kanslia";70;"Tietohallinnon laitehankinnat ja kehittämishankkeet";"";5000000;;;;;;;;;;5000000;;5000000
21;"EDUSKUNTA";20;"Eduskunnan oikeusasiamies";01;"Eduskunnan oikeusasiamiehen kanslian toimintamenot";"";9455000;;;;;;;;;;8531000;;7985240
21;"EDUSKUNTA";30;"Ulkopoliittinen instituutti";01;"Ulkopoliittisen instituutin toimintamenot";"";4805000;;;;;;;;;;4309000;;4082000
21;"EDUSKUNTA";30;"Ulkopoliittinen instituutti";29;"Arvonlisäveromenot";"";260000;;;;;;;;;;230000;;255280
21;"EDUSKUNTA";40;"Valtiontalouden tarkastusvirasto";01;"Valtiontalouden tarkastusviraston toimintamenot";"";17585000;;;;;;;;;;17062000;;17051000
21;"EDUSKUNTA";40;"Valtiontalouden tarkastusvirasto";29;"Arvonlisäveromenot";"";700000;;;;;;;;;;750000;;438339
21;"EDUSKUNTA";90;"Eduskunnan muut menot";50;"Eduskuntaryhmien ryhmäkanslioiden tukeminen";"";5175000;;;;;;;;;;4880000;;4778530
22;"TASAVALLAN PRESIDENTTI";01;"Tasavallan presidentti";01;"Tasavallan presidentin palkkio";"";126000;;;;;;;;;;126000;;126000
22;"TASAVALLAN PRESIDENTTI";02;"Tasavallan presidentin kanslia";01;"Tasavallan presidentin kanslian toimintamenot";"";8977000;;;;;;;;;;8707000;;8669000
22;"TASAVALLAN PRESIDENTTI";02;"Tasavallan presidentin kanslia";02;"Entisten tasavallan presidenttien menot";"";700000;;;;;;;;;;500000;;62995
22;"TASAVALLAN PRESIDENTTI";02;"Tasavallan presidentin kanslia";20;"Vierailuista ja kokousmatkoista aiheutuvat menot";"";2550000;;;;;;;;;;2550000;;9488
22;"TASAVALLAN PRESIDENTTI";02;"Tasavallan presidentin kanslia";29;"Arvonlisäveromenot";"";10000000;;;;;;;;;;8000000;;2654404
22;"TASAVALLAN PRESIDENTTI";02;"Tasavallan presidentin kanslia";75;"Perusparannukset";"";25000000;;;;;;;;;;20000000;;12000000
23;"VALTIONEUVOSTON KANSLIA";01;"Hallinto";01;"Valtioneuvoston kanslian toimintamenot";"";154198000;;;;;;;;;148000;153189000;;145188000
23;"VALTIONEUVOSTON KANSLIA";01;"Hallinto";02;"Ministereiden, heidän valtiosihteeriensä ja erityisavustajiensa palkkaukset";"";15232000;;;;;;;;;;10366000;;11987688
23;"VALTIONEUVOSTON KANSLIA";01;"Hallinto";03;"Euroopan unionin kansallisten asiantuntijoiden palkkamenot";"";2480000;;;;;;;;;;980000;;985000
23;"VALTIONEUVOSTON KANSLIA";01;"Hallinto";22;"Valtioneuvoston selvitys- ja tutkimustoiminta";"";0;;;;;;;;;;7759000;;8788000
23;"VALTIONEUVOSTON KANSLIA";01;"Hallinto";25;"Terveet tilat 2028";"";500000;;;;;;;;;;500000;;1500000
23;"VALTIONEUVOSTON KANSLIA";01;"Hallinto";27;"Kuurojen totuus- ja sovintoprosessi";"";358000;;;;;;;;;;438000;;
23;"VALTIONEUVOSTON KANSLIA";01;"Hallinto";29;"Arvonlisäveromenot";"";19000000;;;;;;;;;;19000000;;15595714
23;"VALTIONEUVOSTON KANSLIA";10;"Omistajaohjaus";88;"Osakehankinnat";"";5700000;;;;;;;;;;5700000;;441113542
23;"VALTIONEUVOSTON KANSLIA";20;"Poliittisen toiminnan avustaminen";50;"Puoluetoiminnan tukeminen";"";34566000;;;;;;;;;;35635000;;35635000
23;"VALTIONEUVOSTON KANSLIA";30;"Oikeuskanslerinvirasto";01;"Oikeuskanslerinviraston toimintamenot";"";4564000;;;;;;;;;9000;4365000;;3852000
23;"VALTIONEUVOSTON KANSLIA";90;"Muut menot";21;"Kunniamerkit";"";700000;;;;;;;;;;700000;;637288
23;"VALTIONEUVOSTON KANSLIA";90;"Muut menot";66;"Osallistumismaksut ja maksuosuudet Euroopan hybridiuhkien torjunnan osaamiskeskukselle";"";2040000;;;;;;;;;;1860000;;1740000
24;"ULKOMINISTERIÖN HALLINNONALA";01;"Ulkoasiainhallinto";01;"Ulkoasiainhallinnon toimintamenot";"";257647000;;;;;;;;;-270000;258506000;;267222000
24;"ULKOMINISTERIÖN HALLINNONALA";01;"Ulkoasiainhallinto";20;"Tiede- ja kulttuuri-instituuttikiinteistöjen menot";"";1102000;;;;;;;;;;1005000;;3266000
24;"ULKOMINISTERIÖN HALLINNONALA";01;"Ulkoasiainhallinto";29;"Ulkoministeriön hallinnonalan arvonlisäveromenot";"";14220000;;;;;;;;;;14220000;;13833491
24;"ULKOMINISTERIÖN HALLINNONALA";01;"Ulkoasiainhallinto";74;"Talonrakennukset";"";12000000;;;;;;;;;;12500000;;11300000
24;"ULKOMINISTERIÖN HALLINNONALA";10;"Kriisinhallinta";20;"Suomalaisten kriisinhallintajoukkojen ylläpitomenot";"";53080000;;;;;;;;;4420000;50680000;;39611503
24;"ULKOMINISTERIÖN HALLINNONALA";10;"Kriisinhallinta";21;"Siviilihenkilöstön osallistuminen kriisinhallintaan";"";19248000;;;;;;;;;;19248000;;16594838
24;"ULKOMINISTERIÖN HALLINNONALA";10;"Kriisinhallinta";66;"Rauhanvälitys";"";3900000;;;;;;;;;;2500000;;3396615
24;"ULKOMINISTERIÖN HALLINNONALA";30;"Kansainvälinen kehitysyhteistyö";50;"Valtionapu Teollisen yhteistyön rahasto Oy:lle";"";0;;;;;;;;;;0;;0
24;"ULKOMINISTERIÖN HALLINNONALA";30;"Kansainvälinen kehitysyhteistyö";66;"Varsinainen kehitysyhteistyö";"";628586000;;;;;;;;;;713012000;;774505000
24;"ULKOMINISTERIÖN HALLINNONALA";30;"Kansainvälinen kehitysyhteistyö";67;"Demokratia- ja oikeusvaltiotuki";"";2904000;;;;;;;;;;3060000;;3000000
24;"ULKOMINISTERIÖN HALLINNONALA";30;"Kansainvälinen kehitysyhteistyö";69;"Tuki Ukrainalle";"";57821000;;;;;;;;;;;;
24;"ULKOMINISTERIÖN HALLINNONALA";30;"Kansainvälinen kehitysyhteistyö";88;"Finnfundin (Teollisen yhteistyön rahasto Oy) pääoman korottaminen";"";10000000;;;;;;;;;;10000000;;9999910
24;"ULKOMINISTERIÖN HALLINNONALA";30;"Kansainvälinen kehitysyhteistyö";89;"Kehityspoliittiset lainat ja sijoitukset";"";69730000;;;;;;;;;;129730000;;129730000
24;"ULKOMINISTERIÖN HALLINNONALA";90;"Ulkoministeriön hallinnonalan muut menot";20;"Itämeren, Barentsin ja arktisen alueen yhteistyö";"";1600000;;;;;;;;;;3000000;;4800000
24;"ULKOMINISTERIÖN HALLINNONALA";90;"Ulkoministeriön hallinnonalan muut menot";23;"Etyj-puheenjohtajuus";"";2840000;;;;;;;;;;1569000;;
24;"ULKOMINISTERIÖN HALLINNONALA";90;"Ulkoministeriön hallinnonalan muut menot";50;"Eräät valtionavut";"";1641000;;;;;;;;;;2241000;;2421373
24;"ULKOMINISTERIÖN HALLINNONALA";90;"Ulkoministeriön hallinnonalan muut menot";51;"Hädänalaisten avustaminen";"";45000;;;;;;;;;;45000;;11917
24;"ULKOMINISTERIÖN HALLINNONALA";90;"Ulkoministeriön hallinnonalan muut menot";66;"Eräät jäsenmaksut ja rahoitusosuudet";"";145000000;;;;;;;;;;110110000;;98463000
24;"ULKOMINISTERIÖN HALLINNONALA";90;"Ulkoministeriön hallinnonalan muut menot";87;"Pääomasijoitus Instex S.A.S.:lle";"";0;;;;;;;;;;300000;;300000
24;"ULKOMINISTERIÖN HALLINNONALA";90;"Ulkoministeriön hallinnonalan muut menot";95;"Kurssivaihtelut";"";500000;;;;;;;;;;500000;;-517166
25;"OIKEUSMINISTERIÖN HALLINNONALA";01;"Ministeriö ja hallinto";01;"Oikeusministeriön toimintamenot";"";25441000;;;;;;;;;108000;23449000;;25647000
25;"OIKEUSMINISTERIÖN HALLINNONALA";01;"Ministeriö ja hallinto";03;"Oikeusministeriön yhteydessä toimivien viranomaisten toimintamenot";"";18069000;;;;;;;;;;13218000;;12246000
25;"OIKEUSMINISTERIÖN HALLINNONALA";01;"Ministeriö ja hallinto";05;"Oikeusrekisterikeskuksen toimintamenot";"";10110000;;;;;;;;;;10179000;;10193000
25;"OIKEUSMINISTERIÖN HALLINNONALA";01;"Ministeriö ja hallinto";20;"Erityismenot";"";13943000;;;;;;;;;;12013000;;12198300
25;"OIKEUSMINISTERIÖN HALLINNONALA";01;"Ministeriö ja hallinto";21;"Oikeusministeriön hallinnonalan tuottavuusmääräraha";"";1735000;;;;;;;;;0;24951000;;9777000
25;"OIKEUSMINISTERIÖN HALLINNONALA";01;"Ministeriö ja hallinto";22;"Oikeusministeriön hallinnonalan ICT-kehittäminen";"";20120000;;;;;;;;;;;;
25;"OIKEUSMINISTERIÖN HALLINNONALA";01;"Ministeriö ja hallinto";29;"Oikeusministeriön hallinnonalan arvonlisäveromenot";"";51510000;;;;;;;;;;50660000;;48618894
25;"OIKEUSMINISTERIÖN HALLINNONALA";01;"Ministeriö ja hallinto";50;"Avustukset";"";14105000;;;;;;;;;1025000;13843000;;13795778
25;"OIKEUSMINISTERIÖN HALLINNONALA";01;"Ministeriö ja hallinto";51;"Eräät valtion maksamat korvaukset";"";19000000;;;;;;;;;;19000000;;13910756
25;"OIKEUSMINISTERIÖN HALLINNONALA";01;"Ministeriö ja hallinto";66;"Kansainväliset jäsenmaksut ja rahoitusosuudet";"";457000;;;;;;;;;7000;450000;;
25;"OIKEUSMINISTERIÖN HALLINNONALA";10;"Tuomioistuimet";01;"Korkeimman oikeuden toimintamenot";"";9789000;;;;;;;;;;9178000;;9071000
25;"OIKEUSMINISTERIÖN HALLINNONALA";10;"Tuomioistuimet";02;"Korkeimman hallinto-oikeuden toimintamenot";"";15320000;;;;;;;;;;11828000;;14206000
25;"OIKEUSMINISTERIÖN HALLINNONALA";10;"Tuomioistuimet";03;"Muiden tuomioistuinten toimintamenot";"";328414000;;;;;;;;;625000;296612000;;290722000
25;"OIKEUSMINISTERIÖN HALLINNONALA";10;"Tuomioistuimet";04;"Oikeusapu- ja edunvalvontapiirien ja kuluttajariitalautakunnan toimintamenot";"";0;;;;;;;;;;;;
25;"OIKEUSMINISTERIÖN HALLINNONALA";10;"Tuomioistuimet";50;"Yksityisille oikeusavustajille maksettavat korvaukset";"";0;;;;;;;;;;;;
25;"OIKEUSMINISTERIÖN HALLINNONALA";15;"Oikeuspalvelut";01;"Oikeusapu- ja edunvalvontapiirien toimintamenot";"25.10.04";92964000;;;;;;;;;-540000;89322000;;84426000
25;"OIKEUSMINISTERIÖN HALLINNONALA";15;"Oikeuspalvelut";50;"Yksityisille oikeusavustajille maksettavat korvaukset";"25.10.50";80410000;;;;;;;;;725000;76770000;;82380286
25;"OIKEUSMINISTERIÖN HALLINNONALA";20;"Maksuhäiriöt, ulosotto ja konkurssivalvonta";01;"Ulosottolaitoksen ja konkurssivalvonnan toimintamenot";"";110012000;;;;;;;;;;109193000;;108951000
25;"OIKEUSMINISTERIÖN HALLINNONALA";20;"Maksuhäiriöt, ulosotto ja konkurssivalvonta";95;"Ulosoton säilytettävänä olevien varojen korkomenot";"";0;;;;;;;;;;260000;;172345
25;"OIKEUSMINISTERIÖN HALLINNONALA";30;"Syyttäjät";01;"Syyttäjälaitoksen toimintamenot";"";63201000;;;;;;;;;425000;57057000;;56577000
25;"OIKEUSMINISTERIÖN HALLINNONALA";40;"Rangaistusten täytäntöönpano";01;"Rikosseuraamuslaitoksen toimintamenot";"";279042000;;;;;;;;;300000;245400000;;240325000
25;"OIKEUSMINISTERIÖN HALLINNONALA";40;"Rangaistusten täytäntöönpano";74;"Avolaitostyöt";"";4700000;;;;;;;;;;4700000;;4700000
25;"OIKEUSMINISTERIÖN HALLINNONALA";50;"Vaalimenot";20;"Vaalimenot";"";48336000;;;;;;;;;0;25336000;;14879520
26;"SISÄMINISTERIÖN HALLINNONALA";01;"Hallinto";01;"Sisäministeriön toimintamenot";"";19190000;;;;;;;;;55000;17518000;;18022000
26;"SISÄMINISTERIÖN HALLINNONALA";01;"Hallinto";04;"Kriisinhallintakeskuksen toimintamenot";"";2434000;;;;;;;;;;2320000;;2322000
26;"SISÄMINISTERIÖN HALLINNONALA";01;"Hallinto";21;"Sisäministeriön hallinnonalan kehittäminen";"";1432000;;;;;;;;;;1342000;;1562000
26;"SISÄMINISTERIÖN HALLINNONALA";01;"Hallinto";25;"Öljy- ja kemikaalivahinkojen torjunta";"";5500000;;;;;;;;;;5500000;;5500000
26;"SISÄMINISTERIÖN HALLINNONALA";01;"Hallinto";26;"EU:n osuus sisäisen turvallisuuden ja maahanmuuton hallintaan ohjelmakaudella 2021-2027";"";9713000;;;;;;;;;;42828000;;35150000
26;"SISÄMINISTERIÖN HALLINNONALA";01;"Hallinto";27;"EU:n pelastuspalvelumekanismi CBRN-varastointi";"";114851000;;;;;;;;;;59845000;;
26;"SISÄMINISTERIÖN HALLINNONALA";01;"Hallinto";29;"Sisäministeriön hallinnonalan arvonlisäveromenot";"";191500000;;;;;;;;;;180200000;;137954371
26;"SISÄMINISTERIÖN HALLINNONALA";01;"Hallinto";50;"Eräät avustukset";"";280000;;;;;;;;;440000;480000;;580000
26;"SISÄMINISTERIÖN HALLINNONALA";01;"Hallinto";66;"Kansainvälisten järjestöjen jäsenmaksut ja maksuosuudet ulkomaille";"";1000000;;;;;;;;;;960000;;753117
26;"SISÄMINISTERIÖN HALLINNONALA";10;"Poliisitoimi";01;"Poliisitoimen toimintamenot";"";936764000;;;;;;;;;2477000;863666000;;828938000
26;"SISÄMINISTERIÖN HALLINNONALA";10;"Poliisitoimi";02;"Suojelupoliisin toimintamenot";"";66752000;;;;;;;;;;45412000;;46819000
26;"SISÄMINISTERIÖN HALLINNONALA";10;"Poliisitoimi";20;"Maasta poistamis- ja noutokuljetuksista aiheutuvat menot";"";7668000;;;;;;;;;;7668000;;2608000
26;"SISÄMINISTERIÖN HALLINNONALA";10;"Poliisitoimi";21;"KEJO-hankkeen yhteiset menot";"";0;;;;;;;;;;6850000;;6850000
26;"SISÄMINISTERIÖN HALLINNONALA";20;"Rajavartiolaitos";01;"Rajavartiolaitoksen toimintamenot";"";332149000;;;;;;;;;;305044000;;302516000
26;"SISÄMINISTERIÖN HALLINNONALA";20;"Rajavartiolaitos";70;"Rajavartiolaitoksen investoinnit";"";179000000;;;;;;;;;0;325000000;;11000000
26;"SISÄMINISTERIÖN HALLINNONALA";30;"Pelastustoimi ja hätäkeskustoiminta";01;"Pelastustoimen toimintamenot";"";4613000;;;;;;;;;500000;4507000;;24236000
26;"SISÄMINISTERIÖN HALLINNONALA";30;"Pelastustoimi ja hätäkeskustoiminta";02;"Hätäkeskuslaitoksen toimintamenot";"";75557000;;;;;;;;;350000;70428000;;69367000
26;"SISÄMINISTERIÖN HALLINNONALA";30;"Pelastustoimi ja hätäkeskustoiminta";03;"Pelastusopiston toimintamenot";"";17708000;;;;;;;;;;18026000;;
26;"SISÄMINISTERIÖN HALLINNONALA";30;"Pelastustoimi ja hätäkeskustoiminta";20;"Erityismenot";"";3000000;;;;;;;;;3000000;8000000;;3875821
26;"SISÄMINISTERIÖN HALLINNONALA";40;"Maahanmuutto";01;"Maahanmuuttoviraston ja valtion vastaanottokeskusten toimintamenot";"";101327000;;;;;;;;;;64865000;;75786000
26;"SISÄMINISTERIÖN HALLINNONALA";40;"Maahanmuutto";21;"Pakolaisten ja turvapaikanhakijoiden vastaanotto";"";320570000;;;;;;;;;;371152000;;272307000
26;"SISÄMINISTERIÖN HALLINNONALA";40;"Maahanmuutto";22;"Vapaaehtoinen paluu";"";2318000;;;;;;;;;;2318000;;2318000
26;"SISÄMINISTERIÖN HALLINNONALA";40;"Maahanmuutto";63;"Vastaanottotoiminnan asiakkaille maksettavat tuet";"";87326000;;;;;;;;;;87158000;;66124963
27;"PUOLUSTUSMINISTERIÖN HALLINNONALA";01;"Puolustuspolitiikka ja hallinto";01;"Puolustusministeriön toimintamenot";"";18331000;;;;;;;;;;17461000;;16586000
27;"PUOLUSTUSMINISTERIÖN HALLINNONALA";01;"Puolustuspolitiikka ja hallinto";21;"Puolustusministeriön hallinnonalan tuottavuusmääräraha";"";2875000;;;;;;;;;;2875000;;2875000
27;"PUOLUSTUSMINISTERIÖN HALLINNONALA";01;"Puolustuspolitiikka ja hallinto";29;"Puolustusministeriön hallinnonalan arvonlisäveromenot";"";727285000;;;;;;;;;;923794000;;359156234
27;"PUOLUSTUSMINISTERIÖN HALLINNONALA";01;"Puolustuspolitiikka ja hallinto";66;"Jäsenmaksut ja rahoitusosuudet";"";22567000;;;;;;;;;;24445000;;30000000
27;"PUOLUSTUSMINISTERIÖN HALLINNONALA";10;"Sotilaallinen maanpuolustus";01;"Puolustusvoimien toimintamenot";"";2355165000;;;;;;;;;1730000;2118298000;;2152420000
27;"PUOLUSTUSMINISTERIÖN HALLINNONALA";10;"Sotilaallinen maanpuolustus";18;"Puolustusmateriaalihankinnat";"";1506506000;;;;;;;;;41564000;1580565000;;1289500000
27;"PUOLUSTUSMINISTERIÖN HALLINNONALA";10;"Sotilaallinen maanpuolustus";19;"Monitoimihävittäjien hankinta";"";1486192000;;;;;;;;;;1405697000;;330028000
27;"PUOLUSTUSMINISTERIÖN HALLINNONALA";10;"Sotilaallinen maanpuolustus";50;"Maanpuolustusjärjestöjen toiminnan tukeminen";"";8015000;;;;;;;;;;8215000;;7158734
27;"PUOLUSTUSMINISTERIÖN HALLINNONALA";30;"Sotilaallinen kriisinhallinta";20;"Sotilaallisen kriisinhallinnan kalusto- ja hallintomenot";"";66110000;;;;;;;;;0;63988000;;67178000
27;"PUOLUSTUSMINISTERIÖN HALLINNONALA";30;"Sotilaallinen kriisinhallinta";95;"Kurssivaihtelut";"";10000;;;;;;;;;;10000;;-1578
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";01;"Hallinto";01;"Valtiovarainministeriön toimintamenot";"";39030000;;;;;;;;;;35579000;;36400000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";01;"Hallinto";20;"Valtion kiinteistöstrategian toteuttaminen ja hallinnonalan omistajaohjaus";"";345000;;;;;;;;;;345000;;3713805
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";01;"Hallinto";21;"Valtiovarainministeriön hallinnonalan tuottavuusmääräraha";"";2306000;;;;;;;;;;3306000;;3261000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";01;"Hallinto";25;"Metallirahamenot";"";210000;;;;;;;;;;5460000;;-2216999
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";01;"Hallinto";29;"Valtiovarainministeriön hallinnonalan arvonlisäveromenot";"";162000000;;;;;;;;;;155000000;;150607538
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";01;"Hallinto";50;"Elpymis- ja palautumissuunnitelman rahoitus työkykyhankkeeseen";"";1500000;;;;;;;;;;1500000;;1500000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";01;"Hallinto";66;"Kansainvälisten järjestöjen jäsenmaksut ja rahoitusosuudet";"";1200000;;;;;;;;;;1200000;;1000000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";01;"Hallinto";69;"Suomen Pankin eräiden sijoitustuottojen siirto Kreikan valtiolle";"";1910000;;;;;;;;;;2320000;;2380000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";10;"Verotus ja tulli";01;"Verohallinnon toimintamenot";"";423043000;;;;;;;;;960000;397079000;;410681000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";10;"Verotus ja tulli";02;"Tullin toimintamenot";"";203399000;;;;;;;;;2316000;193593000;;193323000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";10;"Verotus ja tulli";03;"Kansallisen tulorekisterin toimintamenot";"";43254000;;;;;;;;;;36808000;;32425000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";10;"Verotus ja tulli";63;"Takaisin maksetut verot";"";2000000;;;;;;;;;1800000;2000000;;3663307
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";10;"Verotus ja tulli";95;"Verotukseen liittyvät korkomenot";"";23200000;;;;;;;;;;18500000;;18812177
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";10;"Verotus ja tulli";97;"Autoveron vientipalautus";"";10000000;;;;;;;;;;10000000;;11314849
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";20;"Palvelut valtioyhteisölle";01;"Valtiokonttorin toimintamenot";"";36180000;;;;;;;;;9236000;36579000;;42426000
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";20;"Palvelut valtioyhteisölle";02;"Keskitettyjen valuuttatilien kurssierot";"";600000;;;;;;;;;;600000;;917141
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";20;"Palvelut valtioyhteisölle";03;"Huoltovarmuuspankin palvelumaksu";"";1700000;;;;;;;;;;1700000;;1578250
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";20;"Palvelut valtioyhteisölle";07;"Valtion talous- ja henkilöstöhallinnon palvelukeskuksen toimintamenot";"";6447000;;;;;;;;;;2000000;;1663095
28;"VALTIOVARAINMINISTERIÖN HALLINNONALA";20;"Palvelut valtioyhteisölle";09;"Valtion tieto- ja viestintätekniikkakeskuksen toimintamenot ";"";5000000;;;;;;;;;;5000000;;4534543
